Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P04181	OAT_HUMAN	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form]	OAT	Homo sapiens (Human)	439
Q16633	OBF1_HUMAN	reviewed	POU domain class 2-associating factor 1 (B-cell-specific coactivator OBF-1) (BOB-1) (OCA-B) (OCT-binding factor 1)	POU2AF1 BOB1 OBF1	Homo sapiens (Human)	256
Q5VST9	OBSCN_HUMAN	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	OBSCN KIAA1556 KIAA1639	Homo sapiens (Human)	7968
Q16625	OCLN_HUMAN	reviewed	Occludin	OCLN	Homo sapiens (Human)	522
P12694	ODBA_HUMAN	reviewed	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	BCKDHA	Homo sapiens (Human)	445
Q9ULJ1	ODF2L_HUMAN	reviewed	Protein BCAP (Basal body centriole-associated protein) (Outer dense fiber protein 2-like)	ODF2L BCAP KIAA1229	Homo sapiens (Human)	636
Q14990	ODFP1_HUMAN	reviewed	Outer dense fiber protein 1 (Heat shock protein beta-10) (HspB10)	ODF1 HSPB10 ODFP	Homo sapiens (Human)	250
P36957	ODO2_HUMAN	reviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	DLST DLTS	Homo sapiens (Human)	453
P08559	ODPA_HUMAN	reviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)	PDHA1 PHE1A	Homo sapiens (Human)	390
O75665	OFD1_HUMAN	reviewed	Oral-facial-digital syndrome 1 protein (Protein 71-7A)	OFD1 CXorf5	Homo sapiens (Human)	1012
Q9H488	OFUT1_HUMAN	reviewed	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	POFUT1 FUT12 KIAA0180	Homo sapiens (Human)	388
Q6N063	OGFD2_HUMAN	reviewed	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 (EC 1.14.11.-)	OGFOD2	Homo sapiens (Human)	350
O15527	OGG1_HUMAN	reviewed	N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)]	OGG1 MMH MUTM OGH1	Homo sapiens (Human)	345
O15294	OGT1_HUMAN	reviewed	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	OGT	Homo sapiens (Human)	1046
Q9NTK5	OLA1_HUMAN	reviewed	Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)	OLA1 GTPBP9 PRO2455 PTD004	Homo sapiens (Human)	396
Q9NRN5	OLFL3_HUMAN	reviewed	Olfactomedin-like protein 3 (HNOEL-iso) (hOLF44)	OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294	Homo sapiens (Human)	406
Q15785	TOM34_HUMAN	reviewed	Mitochondrial import receptor subunit TOM34 (hTom34) (Translocase of outer membrane 34 kDa subunit)	TOMM34 URCC3	Homo sapiens (Human)	309
P41143	OPRD_HUMAN	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1)	OPRD1 OPRD	Homo sapiens (Human)	372
P35372	OPRM_HUMAN	reviewed	Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP)	OPRM1 MOR1	Homo sapiens (Human)	400
P08100	OPSD_HUMAN	reviewed	Rhodopsin (Opsin-2)	RHO OPN2	Homo sapiens (Human)	348
P04000	OPSR_HUMAN	reviewed	Long-wave-sensitive opsin 1 (Red cone photoreceptor pigment) (Red-sensitive opsin) (ROP)	OPN1LW RCP	Homo sapiens (Human)	364
Q96CV9	OPTN_HUMAN	reviewed	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	OPTN FIP2 GLC1E HIP7 HYPL NRP	Homo sapiens (Human)	577
Q13415	ORC1_HUMAN	reviewed	Origin recognition complex subunit 1 (Replication control protein 1)	ORC1 ORC1L PARC1	Homo sapiens (Human)	861
Q13416	ORC2_HUMAN	reviewed	Origin recognition complex subunit 2	ORC2 ORC2L	Homo sapiens (Human)	577
Q9UBD5	ORC3_HUMAN	reviewed	Origin recognition complex subunit 3 (Origin recognition complex subunit Latheo)	ORC3 LATHEO ORC3L	Homo sapiens (Human)	711
O43929	ORC4_HUMAN	reviewed	Origin recognition complex subunit 4	ORC4 ORC4L	Homo sapiens (Human)	436
O43913	ORC5_HUMAN	reviewed	Origin recognition complex subunit 5	ORC5 ORC5L	Homo sapiens (Human)	435
Q9Y5N6	ORC6_HUMAN	reviewed	Origin recognition complex subunit 6	ORC6 ORC6L	Homo sapiens (Human)	252
O43612	OREX_HUMAN	reviewed	Orexin (Hypocretin) (Hcrt) [Cleaved into: Orexin-A (Hypocretin-1) (Hcrt1); Orexin-B (Hypocretin-2) (Hcrt2)]	HCRT OX PPORX PPOX	Homo sapiens (Human)	131
Q8N138	ORML3_HUMAN	reviewed	ORM1-like protein 3	ORMDL3	Homo sapiens (Human)	153
Q9NRP0	OSTC_HUMAN	reviewed	Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28)	OSTC DC2 HDCMD45P HSPC307	Homo sapiens (Human)	149
Q92882	OSTF1_HUMAN	reviewed	Osteoclast-stimulating factor 1	OSTF1	Homo sapiens (Human)	214
Q86WC4	OSTM1_HUMAN	reviewed	Osteopetrosis-associated transmembrane protein 1 (Chloride channel 7 beta subunit)	OSTM1 GL HSPC019 UNQ6098/PRO21201	Homo sapiens (Human)	334
P10451	OSTP_HUMAN	reviewed	Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)	SPP1 BNSP OPN PSEC0156	Homo sapiens (Human)	314
P00480	OTC_HUMAN	reviewed	Ornithine carbamoyltransferase, mitochondrial (EC 2.1.3.3) (Ornithine transcarbamylase) (OTCase)	OTC	Homo sapiens (Human)	354
P32242	OTX1_HUMAN	reviewed	Homeobox protein OTX1 (Orthodenticle homolog 1)	OTX1	Homo sapiens (Human)	354
O95747	OXSR1_HUMAN	reviewed	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	OXSR1 KIAA1101 OSR1	Homo sapiens (Human)	527
P47900	P2RY1_HUMAN	reviewed	P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)	P2RY1	Homo sapiens (Human)	373
P41231	P2RY2_HUMAN	reviewed	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	P2RY2 P2RU1	Homo sapiens (Human)	377
Q6PD74	AAGAB_HUMAN	reviewed	Alpha- and gamma-adaptin-binding protein p34	AAGAB	Homo sapiens (Human)	315
Q32P28	P3H1_HUMAN	reviewed	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1)	P3H1 GROS1 LEPRE1 PSEC0109	Homo sapiens (Human)	736
P04637	P53_HUMAN	reviewed	Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53)	TP53 P53	Homo sapiens (Human)	393
Q9H3D4	P63_HUMAN	reviewed	Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51)	TP63 KET P63 P73H P73L TP73L	Homo sapiens (Human)	680
O15350	P73_HUMAN	reviewed	Tumor protein p73 (p53-like transcription factor) (p53-related protein)	TP73 P73	Homo sapiens (Human)	636
P78561	P78561_HUMAN	unreviewed	OCP2 (Fragment)		Homo sapiens (Human)	47
P38432	COIL_HUMAN	reviewed	Coilin (p80-coilin)	COIL CLN80	Homo sapiens (Human)	576
P27986	P85A_HUMAN	reviewed	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724
O00459	P85B_HUMAN	reviewed	Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta)	PIK3R2	Homo sapiens (Human)	728
P68402	PA1B2_HUMAN	reviewed	Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	PAFAH1B2 PAFAHB	Homo sapiens (Human)	229
Q15102	PA1B3_HUMAN	reviewed	Platelet-activating factor acetylhydrolase IB subunit alpha1 (EC 3.1.1.47) (PAF acetylhydrolase 29 kDa subunit) (PAF-AH 29 kDa subunit) (PAF-AH subunit gamma) (PAFAH subunit gamma)	PAFAH1B3 PAFAHG	Homo sapiens (Human)	231
P47712	PA24A_HUMAN	reviewed	Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)]	PLA2G4A CPLA2 PLA2G4	Homo sapiens (Human)	749
Q9UQ80	PA2G4_HUMAN	reviewed	Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1)	PA2G4 EBP1	Homo sapiens (Human)	394
P14555	PA2GA_HUMAN	reviewed	Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)	PLA2G2A PLA2B PLA2L RASF-A	Homo sapiens (Human)	144
O15496	PA2GX_HUMAN	reviewed	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	PLA2G10	Homo sapiens (Human)	165
Q9BRP4	PAAF1_HUMAN	reviewed	Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71)	PAAF1 WDR71	Homo sapiens (Human)	392
P11940	PABP1_HUMAN	reviewed	Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)	PABPC1 PAB1 PABP1 PABPC2	Homo sapiens (Human)	636
Q86U42	PABP2_HUMAN	reviewed	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	PABPN1 PAB2 PABP2	Homo sapiens (Human)	306
Q13310	PABP4_HUMAN	reviewed	Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)	PABPC4 APP1 PABP4	Homo sapiens (Human)	644
P18509	PACA_HUMAN	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	ADCYAP1	Homo sapiens (Human)	176
Q9BY11	PACN1_HUMAN	reviewed	Protein kinase C and casein kinase substrate in neurons protein 1 (Syndapin-1)	PACSIN1 KIAA1379	Homo sapiens (Human)	444
Q9UNF0	PACN2_HUMAN	reviewed	Protein kinase C and casein kinase substrate in neurons protein 2 (Syndapin-2) (Syndapin-II) (SdpII)	PACSIN2	Homo sapiens (Human)	486
Q9UKS6	PACN3_HUMAN	reviewed	Protein kinase C and casein kinase substrate in neurons protein 3 (SH3 domain-containing protein 6511)	PACSIN3	Homo sapiens (Human)	424
Q6VY07	PACS1_HUMAN	reviewed	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	PACS1 KIAA1175	Homo sapiens (Human)	963
P09466	PAEP_HUMAN	reviewed	Glycodelin (GD) (Placental protein 14) (PP14) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Progestagen-associated endometrial protein) (Progesterone-associated endometrial protein) (Zona-binding inhibitory factor-1) (ZIF-1)	PAEP	Homo sapiens (Human)	180
Q15004	PAF15_HUMAN	reviewed	PCNA-associated factor (Hepatitis C virus NS5A-transactivated protein 9) (HCV NS5A-transactivated protein 9) (Overexpressed in anaplastic thyroid carcinoma 1) (OEATC-1) (PCNA-associated factor of 15 kDa) (PAF15) (p15PAF) (PCNA-clamp-associated factor)	PCLAF KIAA0101 NS5ATP9 PAF L5	Homo sapiens (Human)	111
O75459	PAGE1_HUMAN	reviewed	P antigen family member 1 (PAGE-1) (AL5) (G antigen 9) (GAGE-9) (G antigen family B member 1) (Prostate-associated gene 1 protein)	PAGE1 GAGE9 GAGEB1	Homo sapiens (Human)	146
Q9NWQ8	PHAG1_HUMAN	reviewed	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)	PAG1 CBP PAG	Homo sapiens (Human)	432
O14832	PAHX_HUMAN	reviewed	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	PHYH PAHX	Homo sapiens (Human)	338
P05121	PAI1_HUMAN	reviewed	Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1)	SERPINE1 PAI1 PLANH1	Homo sapiens (Human)	402
Q9BPZ3	PAIP2_HUMAN	reviewed	Polyadenylate-binding protein-interacting protein 2 (PABP-interacting protein 2) (PAIP-2) (Poly(A)-binding protein-interacting protein 2)	PAIP2 PAIP2A HSPC218	Homo sapiens (Human)	127
Q8NC51	PAIRB_HUMAN	reviewed	Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1)	SERBP1 PAIRBP1 CGI-55	Homo sapiens (Human)	408
Q13153	PAK1_HUMAN	reviewed	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	PAK1	Homo sapiens (Human)	545
Q13177	PAK2_HUMAN	reviewed	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	PAK2	Homo sapiens (Human)	524
O96013	PAK4_HUMAN	reviewed	Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4)	PAK4 KIAA1142	Homo sapiens (Human)	591
O75901	RASF9_HUMAN	reviewed	Ras association domain-containing protein 9 (PAM COOH-terminal interactor protein 1) (P-CIP1) (Peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor)	RASSF9 PAMCI PCIP1	Homo sapiens (Human)	435
Q9NVE7	PANK4_HUMAN	reviewed	4'-phosphopantetheine phosphatase (EC 3.1.3.-) (Inactive pantothenic acid kinase 4) (hPanK4)	PANK4	Homo sapiens (Human)	773
Q9BXP8	PAPP2_HUMAN	reviewed	Pappalysin-2 (EC 3.4.24.-) (Pregnancy-associated plasma protein A2) (PAPP-A2) (Pregnancy-associated plasma protein E1) (PAPP-E)	PAPPA2 PLAC3	Homo sapiens (Human)	1791
P51003	PAPOA_HUMAN	reviewed	Poly(A) polymerase alpha (PAP-alpha) (EC 2.7.7.19) (Polynucleotide adenylyltransferase alpha)	PAPOLA PAP	Homo sapiens (Human)	745
Q9NRJ5	PAPOB_HUMAN	reviewed	Poly(A) polymerase beta (PAP-beta) (EC 2.7.7.19) (Polynucleotide adenylyltransferase beta) (Testis-specific poly(A) polymerase)	PAPOLB PAPT	Homo sapiens (Human)	636
Q13219	PAPP1_HUMAN	reviewed	Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A)	PAPPA	Homo sapiens (Human)	1627
O43252	PAPS1_HUMAN	reviewed	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	PAPSS1 ATPSK1 PAPSS	Homo sapiens (Human)	624
Q53GL7	PAR10_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP10 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 10) (ARTD10) (Poly [ADP-ribose] polymerase 10) (PARP-10)	PARP10	Homo sapiens (Human)	1025
Q9NR21	PAR11_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP11 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 11) (ARTD11) (Poly [ADP-ribose] polymerase 11) (PARP-11)	PARP11 C12orf6	Homo sapiens (Human)	338
P55085	PAR2_HUMAN	reviewed	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]	F2RL1 GPR11 PAR2	Homo sapiens (Human)	397
O00254	PAR3_HUMAN	reviewed	Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2)	F2RL2 PAR3	Homo sapiens (Human)	374
Q8TEW8	PAR3L_HUMAN	reviewed	Partitioning defective 3 homolog B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein) (PAR3-beta) (Partitioning defective 3-like protein) (PAR3-L protein)	PARD3B ALS2CR19 PAR3B PAR3L	Homo sapiens (Human)	1205
Q9NPB6	PAR6A_HUMAN	reviewed	Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A) (PAR6C) (Tax interaction protein 40) (TIP-40)	PARD6A PAR6A	Homo sapiens (Human)	346
Q9BYG5	PAR6B_HUMAN	reviewed	Partitioning defective 6 homolog beta (PAR-6 beta) (PAR-6B)	PARD6B PAR6B	Homo sapiens (Human)	372
Q9BYG4	PAR6G_HUMAN	reviewed	Partitioning defective 6 homolog gamma (PAR-6 gamma) (PAR6D)	PARD6G PAR6G	Homo sapiens (Human)	376
Q8IWT3	CUL9_HUMAN	reviewed	Cullin-9 (CUL-9) (UbcH7-associated protein 1) (p53-associated parkin-like cytoplasmic protein)	CUL9 H7AP1 KIAA0708 PARC	Homo sapiens (Human)	2517
Q8TEW0	PARD3_HUMAN	reviewed	Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha)	PARD3 PAR3 PAR3A	Homo sapiens (Human)	1356
Q99497	PARK7_HUMAN	reviewed	Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124)	PARK7	Homo sapiens (Human)	189
O95453	PARN_HUMAN	reviewed	Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Deadenylating nuclease) (Deadenylation nuclease) (Polyadenylate-specific ribonuclease)	PARN DAN	Homo sapiens (Human)	639
P09874	PARP1_HUMAN	reviewed	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)	PARP1 ADPRT PPOL	Homo sapiens (Human)	1014
Q9UGN5	PARP2_HUMAN	reviewed	Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	PARP2 ADPRT2 ADPRTL2	Homo sapiens (Human)	583
Q9UKK3	PARP4_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP4 (EC 2.4.2.-) (193 kDa vault protein) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (PARP-related/IalphaI-related H5/proline-rich) (PH5P) (Poly [ADP-ribose] polymerase 4) (PARP-4) (Vault poly(ADP-ribose) polymerase) (VPARP)	PARP4 ADPRTL1 KIAA0177 PARPL	Homo sapiens (Human)	1724
Q8IXQ6	PARP9_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP9 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein) (Poly [ADP-ribose] polymerase 9) (PARP-9)	PARP9 BAL BAL1	Homo sapiens (Human)	854
Q7Z3E1	PARPT_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase TIPARP (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 14) (ARTD14) (Poly [ADP-ribose] polymerase 7) (PARP-7) (TCDD-inducible poly [ADP-ribose] polymerase)	TIPARP PARP7	Homo sapiens (Human)	657
Q9NVD7	PARVA_HUMAN	reviewed	Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2)	PARVA MXRA2	Homo sapiens (Human)	372
Q9HBE1	PATZ1_HUMAN	reviewed	POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG	Homo sapiens (Human)	687
Q02962	PAX2_HUMAN	reviewed	Paired box protein Pax-2	PAX2	Homo sapiens (Human)	417
P23760	PAX3_HUMAN	reviewed	Paired box protein Pax-3 (HuP2)	PAX3 HUP2	Homo sapiens (Human)	479
P26367	PAX6_HUMAN	reviewed	Paired box protein Pax-6 (Aniridia type II protein) (Oculorhombin)	PAX6 AN2	Homo sapiens (Human)	422
P23759	PAX7_HUMAN	reviewed	Paired box protein Pax-7 (HuP1)	PAX7 HUP1	Homo sapiens (Human)	505
Q06710	PAX8_HUMAN	reviewed	Paired box protein Pax-8	PAX8	Homo sapiens (Human)	450
P49023	PAXI_HUMAN	reviewed	Paxillin	PXN	Homo sapiens (Human)	591
Q86U86	PB1_HUMAN	reviewed	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)	PBRM1 BAF180 PB1	Homo sapiens (Human)	1689
P30039	PBLD_HUMAN	reviewed	Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-) (MAWD-binding protein) (MAWDBP) (Unknown protein 32 from 2D-page of liver tissue)	PBLD MAWBP	Homo sapiens (Human)	288
P40424	PBX1_HUMAN	reviewed	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)	PBX1 PRL	Homo sapiens (Human)	430
P40425	PBX2_HUMAN	reviewed	Pre-B-cell leukemia transcription factor 2 (Homeobox protein PBX2) (Protein G17)	PBX2 G17	Homo sapiens (Human)	430
P40426	PBX3_HUMAN	reviewed	Pre-B-cell leukemia transcription factor 3 (Homeobox protein PBX3)	PBX3	Homo sapiens (Human)	434
Q92831	KAT2B_HUMAN	reviewed	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	KAT2B PCAF	Homo sapiens (Human)	832
Q15365	PCBP1_HUMAN	reviewed	Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3)	PCBP1	Homo sapiens (Human)	356
Q15366	PCBP2_HUMAN	reviewed	Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)	PCBP2	Homo sapiens (Human)	365
P57721	PCBP3_HUMAN	reviewed	Poly(rC)-binding protein 3 (Alpha-CP3) (PCBP3-overlapping transcript) (PCBP3-overlapping transcript 1)	PCBP3 PCBP3-OT1 PCBP3OT	Homo sapiens (Human)	371
Q9HCL0	PCD18_HUMAN	reviewed	Protocadherin-18	PCDH18 KIAA1562	Homo sapiens (Human)	1135
Q9UN74	PCDA4_HUMAN	reviewed	Protocadherin alpha-4 (PCDH-alpha-4)	PCDHA4	Homo sapiens (Human)	947
Q08174	PCDH1_HUMAN	reviewed	Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42)	PCDH1	Homo sapiens (Human)	1060
O60245	PCDH7_HUMAN	reviewed	Protocadherin-7 (Brain-heart protocadherin) (BH-Pcdh)	PCDH7 BHPCDH	Homo sapiens (Human)	1069
O94913	PCF11_HUMAN	reviewed	Pre-mRNA cleavage complex 2 protein Pcf11 (Pre-mRNA cleavage complex II protein Pcf11)	PCF11 KIAA0824	Homo sapiens (Human)	1555
P35227	PCGF2_HUMAN	reviewed	Polycomb group RING finger protein 2 (DNA-binding protein Mel-18) (RING finger protein 110) (Zinc finger protein 144)	PCGF2 MEL18 RNF110 ZNF144	Homo sapiens (Human)	344
