Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q86YT6	MIB1_HUMAN	reviewed	E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1) (Zinc finger ZZ type with ankyrin repeat domain protein 2)	MIB1 DIP1 KIAA1323 ZZANK2	Homo sapiens (Human)	1006
Q13285	STF1_HUMAN	reviewed	Steroidogenic factor 1 (SF-1) (STF-1) (hSF-1) (Adrenal 4-binding protein) (Fushi tarazu factor homolog 1) (Nuclear receptor subfamily 5 group A member 1) (Steroid hormone receptor Ad4BP)	NR5A1 AD4BP FTZF1 SF1	Homo sapiens (Human)	461
P62805	H4_HUMAN	reviewed	Histone H4	H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4	Homo sapiens (Human)	103
Q96EZ8	MCRS1_HUMAN	reviewed	Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)	MCRS1 INO80Q MSP58	Homo sapiens (Human)	462
Q02548	PAX5_HUMAN	reviewed	Paired box protein Pax-5 (B-cell-specific transcription factor) (BSAP)	PAX5	Homo sapiens (Human)	391
Q8N9W6	BOLL_HUMAN	reviewed	Protein boule-like	BOLL BOULE	Homo sapiens (Human)	283
Q92904	DAZL_HUMAN	reviewed	Deleted in azoospermia-like (DAZ homolog) (DAZ-like autosomal) (Deleted in azoospermia-like 1) (SPGY-like-autosomal)	DAZL DAZH DAZL1 DAZLA SPGYLA	Homo sapiens (Human)	295
Q86YF9	DZIP1_HUMAN	reviewed	Zinc finger protein DZIP1 (DAZ-interacting protein 1/2)	DZIP1 DZIP DZIP2 KIAA0996	Homo sapiens (Human)	867
Q96GG9	DCNL1_HUMAN	reviewed	DCN1-like protein 1 (DCNL1) (DCUN1 domain-containing protein 1) (Defective in cullin neddylation protein 1-like protein 1) (Squamous cell carcinoma-related oncogene)	DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO	Homo sapiens (Human)	259
Q86YR5	GPSM1_HUMAN	reviewed	G-protein-signaling modulator 1 (Activator of G-protein signaling 3)	GPSM1 AGS3	Homo sapiens (Human)	675
Q16718	NDUA5_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	NDUFA5	Homo sapiens (Human)	116
Q59EM9	Q59EM9_HUMAN	unreviewed	Ubiquitin C variant (Fragment)		Homo sapiens (Human)	1309
Q5U5U6	Q5U5U6_HUMAN	unreviewed	Epididymis secretory protein Li 50 (Ubiquitin B) (Ubiquitin B, isoform CRA_a)	UBB HEL-S-50 hCG_1998947	Homo sapiens (Human)	229
Q8N8J5	Q8N8J5_HUMAN	unreviewed	cDNA FLJ39374 fis, clone PEBLM2008576, highly similar to Homo sapiens TOLLIP protein		Homo sapiens (Human)	213
Q8N1L9	BATF2_HUMAN	reviewed	Basic leucine zipper transcriptional factor ATF-like 2 (B-ATF-2) (Suppressor of AP-1 regulated by IFN) (SARI)	BATF2	Homo sapiens (Human)	274
Q8N9H8	MUT7_HUMAN	reviewed	Exonuclease mut-7 homolog (EC 3.1.-.-) (Exonuclease 3'-5' domain-containing protein 3)	EXD3 HBE269	Homo sapiens (Human)	876
Q9H0X6	RN208_HUMAN	reviewed	RING finger protein 208	RNF208	Homo sapiens (Human)	261
P62979	RS27A_HUMAN	reviewed	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)]	RPS27A UBA80 UBCEP1	Homo sapiens (Human)	156
Q15019	SEPT2_HUMAN	reviewed	Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5)	SEPTIN2 DIFF6 KIAA0158 NEDD5 SEPT2	Homo sapiens (Human)	361
O75886	STAM2_HUMAN	reviewed	Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein)	STAM2 HBP	Homo sapiens (Human)	525
Q9BSL1	UBAC1_HUMAN	reviewed	Ubiquitin-associated domain-containing protein 1 (UBA domain-containing protein 1) (E3 ubiquitin-protein ligase subunit KPC2) (Glialblastoma cell differentiation-related protein 1) (Kip1 ubiquitination-promoting complex protein 2)	UBAC1 GBDR1 KPC2 UBADC1	Homo sapiens (Human)	405
Q8WV99	ZFN2B_HUMAN	reviewed	AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein)	ZFAND2B AIRAPL	Homo sapiens (Human)	257
Q92484	ASM3A_HUMAN	reviewed	Acid sphingomyelinase-like phosphodiesterase 3a (ASM-like phosphodiesterase 3a) (EC 3.1.4.-)	SMPDL3A ASML3A	Homo sapiens (Human)	453
O43557	TNF14_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand) (HVEM-L) (Herpesvirus entry mediator ligand) (CD antigen CD258) [Cleaved into: Tumor necrosis factor ligand superfamily member 14, membrane form; Tumor necrosis factor ligand superfamily member 14, soluble form]	TNFSF14 HVEML LIGHT UNQ391/PRO726	Homo sapiens (Human)	240
Q9H788	SH24A_HUMAN	reviewed	SH2 domain-containing protein 4A (Protein SH(2)A) (Protein phosphatase 1 regulatory subunit 38)	SH2D4A PPP1R38 SH2A	Homo sapiens (Human)	454
Q9BYB0	SHAN3_HUMAN	reviewed	SH3 and multiple ankyrin repeat domains protein 3 (Shank3) (Proline-rich synapse-associated protein 2) (ProSAP2)	SHANK3 KIAA1650 PROSAP2 PSAP2	Homo sapiens (Human)	1731
Q16534	HLF_HUMAN	reviewed	Hepatic leukemia factor	HLF	Homo sapiens (Human)	295
Q9NP97	DLRB1_HUMAN	reviewed	Dynein light chain roadblock-type 1 (Bithoraxoid-like protein) (BLP) (Dynein light chain 2A, cytoplasmic) (Dynein-associated protein Km23) (Roadblock domain-containing protein 1)	DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162	Homo sapiens (Human)	96
Q96FJ2	DYL2_HUMAN	reviewed	Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)	DYNLL2 DLC2	Homo sapiens (Human)	89
Q14203	DCTN1_HUMAN	reviewed	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	DCTN1	Homo sapiens (Human)	1278
P43034	LIS1_HUMAN	reviewed	Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	PAFAH1B1 LIS1 MDCR MDS PAFAHA	Homo sapiens (Human)	410
P51808	DYLT3_HUMAN	reviewed	Dynein light chain Tctex-type 3 (Protein 91/23) (T-complex-associated testis-expressed 1-like)	DYNLT3 TCTE1L TCTE1XL	Homo sapiens (Human)	116
O95631	NET1_HUMAN	reviewed	Netrin-1 (Epididymis tissue protein Li 131P)	NTN1 NTN1L	Homo sapiens (Human)	604
P00742	FA10_HUMAN	reviewed	Coagulation factor X (EC 3.4.21.6) (Stuart factor) (Stuart-Prower factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Homo sapiens (Human)	488
Q9HCM9	TRI39_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM39 (EC 2.3.2.27) (RING finger protein 23) (RING-type E3 ubiquitin transferase TRIM39) (Testis-abundant finger protein) (Tripartite motif-containing protein 39)	TRIM39 RNF23 TFP	Homo sapiens (Human)	518
Q8IZD4	DCP1B_HUMAN	reviewed	mRNA-decapping enzyme 1B (EC 3.-.-.-)	DCP1B	Homo sapiens (Human)	617
Q8IU60	DCP2_HUMAN	reviewed	m7GpppN-mRNA hydrolase (EC 3.6.1.62) (Nucleoside diphosphate-linked moiety X motif 20) (Nudix motif 20) (mRNA-decapping enzyme 2) (hDpc)	DCP2 NUDT20	Homo sapiens (Human)	420
P26196	DDX6_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)	DDX6 HLR2 RCK	Homo sapiens (Human)	483
Q96F86	EDC3_HUMAN	reviewed	Enhancer of mRNA-decapping protein 3 (LSM16 homolog) (YjeF N-terminal domain-containing protein 2) (YjeF_N2) (hYjeF_N2) (YjeF domain-containing protein 1)	EDC3 LSM16 YJDC YJEFN2 PP844	Homo sapiens (Human)	508
Q6P2E9	EDC4_HUMAN	reviewed	Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls)	EDC4 HEDLS	Homo sapiens (Human)	1401
P20618	PSB1_HUMAN	reviewed	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1 PSC5	Homo sapiens (Human)	241
P09471	GNAO_HUMAN	reviewed	Guanine nucleotide-binding protein G(o) subunit alpha	GNAO1	Homo sapiens (Human)	354
Q93008	USP9X_HUMAN	reviewed	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)	USP9X DFFRX FAM USP9	Homo sapiens (Human)	2554
A9UHW6	MI4GD_HUMAN	reviewed	MIF4G domain-containing protein (SLBP-interacting protein 1) (hSLIP1)	MIF4GD SLIP1	Homo sapiens (Human)	222
P27707	DCK_HUMAN	reviewed	Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113)	DCK	Homo sapiens (Human)	260
Q14558	KPRA_HUMAN	reviewed	Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39)	PRPSAP1	Homo sapiens (Human)	356
P35658	NU214_HUMAN	reviewed	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	NUP214 CAIN CAN KIAA0023	Homo sapiens (Human)	2090
P57060	RWD2B_HUMAN	reviewed	RWD domain-containing protein 2B	RWDD2B C21orf6 GL011	Homo sapiens (Human)	319
Q9UIA9	XPO7_HUMAN	reviewed	Exportin-7 (Exp7) (Ran-binding protein 16)	XPO7 KIAA0745 RANBP16	Homo sapiens (Human)	1087
Q7Z569	BRAP_HUMAN	reviewed	BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING finger protein 52) (RING-type E3 ubiquitin transferase BRAP2) (Renal carcinoma antigen NY-REN-63)	BRAP RNF52	Homo sapiens (Human)	592
Q92466	DDB2_HUMAN	reviewed	DNA damage-binding protein 2 (DDB p48 subunit) (DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2) (UV-DDB 2)	DDB2	Homo sapiens (Human)	427
Q9BQ67	GRWD1_HUMAN	reviewed	Glutamate-rich WD repeat-containing protein 1	GRWD1 GRWD KIAA1942 WDR28	Homo sapiens (Human)	446
Q9NZJ0	DTL_HUMAN	reviewed	Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	Homo sapiens (Human)	730
Q9UPZ6	THS7A_HUMAN	reviewed	Thrombospondin type-1 domain-containing protein 7A [Cleaved into: Thrombospondin type-1 domain-containing protein 7A, soluble form]	THSD7A KIAA0960	Homo sapiens (Human)	1657
Q9BPX1	DHB14_HUMAN	reviewed	17-beta-hydroxysteroid dehydrogenase 14 (17-beta-HSD 14) (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase DHRS10) (Dehydrogenase/reductase SDR family member 10) (Retinal short-chain dehydrogenase/reductase retSDR3) (Short chain dehydrogenase/reductase family 47C member 1)	HSD17B14 DHRS10 SDR3 SDR47C1 UNQ502/PRO474	Homo sapiens (Human)	270
O43791	SPOP_HUMAN	reviewed	Speckle-type POZ protein (HIB homolog 1) (Roadkill homolog 1)	SPOP	Homo sapiens (Human)	374
P41220	RGS2_HUMAN	reviewed	Regulator of G-protein signaling 2 (RGS2) (Cell growth-inhibiting gene 31 protein) (G0/G1 switch regulatory protein 8)	RGS2 G0S8 GIG31	Homo sapiens (Human)	211
P30408	T4S1_HUMAN	reviewed	Transmembrane 4 L6 family member 1 (Membrane component chromosome 3 surface marker 1) (Tumor-associated antigen L6)	TM4SF1 M3S1 TAAL6	Homo sapiens (Human)	202
Q96DI7	SNR40_HUMAN	reviewed	U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)	SNRNP40 PRP8BP SFP38 WDR57	Homo sapiens (Human)	357
P61978	HNRPK_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)	HNRNPK HNRPK	Homo sapiens (Human)	463
O14744	ANM5_HUMAN	reviewed	Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	Homo sapiens (Human)	637
P57678	GEMI4_HUMAN	reviewed	Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)	GEMIN4	Homo sapiens (Human)	1058
Q8TEQ6	GEMI5_HUMAN	reviewed	Gem-associated protein 5 (Gemin5)	GEMIN5	Homo sapiens (Human)	1508
P60510	PP4C_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)	PPP4C PPP4 PPX	Homo sapiens (Human)	307
Q9NY27	PP4R2_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PPP4R2 SBBI57	Homo sapiens (Human)	417
P08579	RU2B_HUMAN	reviewed	U2 small nuclear ribonucleoprotein B'' (U2 snRNP B'')	SNRPB2	Homo sapiens (Human)	225
P62316	SMD2_HUMAN	reviewed	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SNRPD2 SNRPD1	Homo sapiens (Human)	118
P62318	SMD3_HUMAN	reviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SNRPD3	Homo sapiens (Human)	126
Q16637	SMN_HUMAN	reviewed	Survival motor neuron protein (Component of gems 1) (Gemin-1)	SMN1 SMN SMNT; SMN2 SMNC	Homo sapiens (Human)	294
O00186	STXB3_HUMAN	reviewed	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	Homo sapiens (Human)	592
Q9Y276	BCS1_HUMAN	reviewed	Mitochondrial chaperone BCS1 (h-BCS1) (BCS1-like protein)	BCS1L BCS1	Homo sapiens (Human)	419
Q96E40	SACA9_HUMAN	reviewed	Sperm acrosome-associated protein 9	SPACA9 C9orf9	Homo sapiens (Human)	222
P14902	I23O1_HUMAN	reviewed	Indoleamine 2,3-dioxygenase 1 (IDO-1) (EC 1.13.11.52) (Indoleamine-pyrrole 2,3-dioxygenase)	IDO1 IDO INDO	Homo sapiens (Human)	403
Q14240	IF4A2_HUMAN	reviewed	Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)	EIF4A2 DDX2B EIF4F	Homo sapiens (Human)	407
Q9NXB0	MKS1_HUMAN	reviewed	Meckel syndrome type 1 protein	MKS1	Homo sapiens (Human)	559
Q9P2S2	NRX2A_HUMAN	reviewed	Neurexin-2 (Neurexin II-alpha) (Neurexin-2-alpha)	NRXN2 KIAA0921	Homo sapiens (Human)	1712
P14222	PERF_HUMAN	reviewed	Perforin-1 (P1) (Cytolysin) (Lymphocyte pore-forming protein) (PFP)	PRF1 PFP	Homo sapiens (Human)	555
Q9H3S7	PTN23_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14)	PTPN23 KIAA1471	Homo sapiens (Human)	1636
Q7Z3E4	Q7Z3E4_HUMAN	unreviewed	tRNA (cytosine(38)-C(5))-methyltransferase (tRNA aspartic acid methyltransferase 1 variant 8)	TRDMT1 DKFZp686N1286	Homo sapiens (Human)	69
Q9BYD3	RM04_HUMAN	reviewed	39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4) (Mitochondrial large ribosomal subunit protein uL4m)	MRPL4 CDABP0091 CGI-28	Homo sapiens (Human)	311
Q9NQ34	TMM9B_HUMAN	reviewed	Transmembrane protein 9B	TMEM9B C11orf15 UNQ712/PRO1375	Homo sapiens (Human)	198
O14717	TRDMT_HUMAN	reviewed	tRNA (cytosine(38)-C(5))-methyltransferase (EC 2.1.1.204) (DNA (cytosine-5)-methyltransferase-like protein 2) (Dnmt2) (DNA methyltransferase homolog HsaIIP) (DNA MTase homolog HsaIIP) (M.HsaIIP) (PuMet)	TRDMT1 DNMT2	Homo sapiens (Human)	391
Q9Y277	VDAC3_HUMAN	reviewed	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (hVDAC3) (Outer mitochondrial membrane protein porin 3)	VDAC3	Homo sapiens (Human)	283
Q16627	CCL14_HUMAN	reviewed	C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)]	CCL14 NCC2 SCYA14	Homo sapiens (Human)	93
P82979	SARNP_HUMAN	reviewed	SAP domain-containing ribonucleoprotein (Cytokine-induced protein of 29 kDa) (Nuclear protein Hcc-1) (Proliferation-associated cytokine-inducible protein CIP29)	SARNP HCC1 HSPC316	Homo sapiens (Human)	210
Q567R9	Q567R9_HUMAN	unreviewed	CIP29 protein	CIP29	Homo sapiens (Human)	150
Q13509	TBB3_HUMAN	reviewed	Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III)	TUBB3 TUBB4	Homo sapiens (Human)	450
P04350	TBB4A_HUMAN	reviewed	Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain)	TUBB4A TUBB4 TUBB5	Homo sapiens (Human)	444
Q8TC59	PIWL2_HUMAN	reviewed	Piwi-like protein 2 (EC 3.1.26.-) (Cancer/testis antigen 80) (CT80)	PIWIL2 HILI	Homo sapiens (Human)	973
P22087	FBRL_HUMAN	reviewed	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin)	FBL FIB1 FLRN	Homo sapiens (Human)	321
Q9NSD9	SYFB_HUMAN	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FARSB FARSLB FRSB HSPC173	Homo sapiens (Human)	589
Q9UKV8	AGO2_HUMAN	reviewed	Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer)	AGO2 EIF2C2	Homo sapiens (Human)	859
O43237	DC1L2_HUMAN	reviewed	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55)	DYNC1LI2 DNCLI2 LIC2	Homo sapiens (Human)	492
Q9UNN8	EPCR_HUMAN	reviewed	Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201)	PROCR EPCR	Homo sapiens (Human)	238
Q63HJ8	Q63HJ8_HUMAN	unreviewed	Dynein light intermediate chain	DKFZp686J08252	Homo sapiens (Human)	209
P33151	CADH5_HUMAN	reviewed	Cadherin-5 (7B4 antigen) (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144)	CDH5	Homo sapiens (Human)	784
P17661	DESM_HUMAN	reviewed	Desmin	DES	Homo sapiens (Human)	470
P04264	K2C1_HUMAN	reviewed	Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)	KRT1 KRTA	Homo sapiens (Human)	644
P13647	K2C5_HUMAN	reviewed	Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)	KRT5	Homo sapiens (Human)	590
Q99959	PKP2_HUMAN	reviewed	Plakophilin-2	PKP2	Homo sapiens (Human)	881
O76075	DFFB_HUMAN	reviewed	DNA fragmentation factor subunit beta (EC 3.-.-.-) (Caspase-activated deoxyribonuclease) (CAD) (Caspase-activated DNase) (Caspase-activated nuclease) (CPAN) (DNA fragmentation factor 40 kDa subunit) (DFF-40)	DFFB CAD DFF2 DFF40	Homo sapiens (Human)	338
Q9NRR4	RNC_HUMAN	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Protein Drosha) (Ribonuclease III) (RNase III) (p241)	DROSHA RN3 RNASE3L RNASEN	Homo sapiens (Human)	1374
Q9NSN8	SNTG1_HUMAN	reviewed	Gamma-1-syntrophin (G1SYN) (Syntrophin-4) (SYN4)	SNTG1	Homo sapiens (Human)	517
P28300	LYOX_HUMAN	reviewed	Protein-lysine 6-oxidase (EC 1.4.3.13) (Lysyl oxidase) [Cleaved into: Protein-lysine 6-oxidase, long form; Protein-lysine 6-oxidase, short form]	LOX	Homo sapiens (Human)	417
P61916	NPC2_HUMAN	reviewed	NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (Human epididymis-specific protein 1) (He1) (Niemann-Pick disease type C2 protein)	NPC2 HE1	Homo sapiens (Human)	151
P03886	NU1M_HUMAN	reviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	MT-ND1 MTND1 NADH1 ND1	Homo sapiens (Human)	318
Q96QV1	HHIP_HUMAN	reviewed	Hedgehog-interacting protein (HHIP) (HIP)	HHIP HIP UNQ5825/PRO19644	Homo sapiens (Human)	700
P24534	EF1B_HUMAN	reviewed	Elongation factor 1-beta (EF-1-beta)	EEF1B2 EEF1B EF1B	Homo sapiens (Human)	225
Q9UBB5	MBD2_HUMAN	reviewed	Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2)	MBD2	Homo sapiens (Human)	411
Q9UBU9	NXF1_HUMAN	reviewed	Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)	NXF1 TAP	Homo sapiens (Human)	619
P0DJD3	RBY1A_HUMAN	reviewed	RNA-binding motif protein, Y chromosome, family 1 member A1 (RNA-binding motif protein 1) (RNA-binding motif protein 2) (Y chromosome RNA recognition motif 1) (hRBMY)	RBMY1A1 RBM1 RBM2 YRRM1 YRRM2	Homo sapiens (Human)	496
Q9GZV4	IF5A2_HUMAN	reviewed	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (eIF-5A2) (Eukaryotic initiation factor 5A isoform 2)	EIF5A2	Homo sapiens (Human)	153
P32969	RL9_HUMAN	reviewed	60S ribosomal protein L9 (Large ribosomal subunit protein uL6)	RPL9 OK/SW-cl.103; RPL9P7; RPL9P8; RPL9P9	Homo sapiens (Human)	192
Q9UL18	AGO1_HUMAN	reviewed	Protein argonaute-1 (Argonaute1) (hAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Putative RNA-binding protein Q99)	AGO1 EIF2C1	Homo sapiens (Human)	857
Q96J94	PIWL1_HUMAN	reviewed	Piwi-like protein 1 (EC 3.1.26.-)	PIWIL1 HIWI	Homo sapiens (Human)	861
Q7Z3Z4	PIWL4_HUMAN	reviewed	Piwi-like protein 4	PIWIL4 HIWI2 PIWI	Homo sapiens (Human)	852
Q15633	TRBP2_HUMAN	reviewed	RISC-loading complex subunit TARBP2 (TAR RNA-binding protein 2) (Trans-activation-responsive RNA-binding protein)	TARBP2 TRBP	Homo sapiens (Human)	366
Q5VWN6	TASO2_HUMAN	reviewed	Protein TASOR 2	TASOR2 C10orf18 FAM208B KIAA2006	Homo sapiens (Human)	2430
O60941	DTNB_HUMAN	reviewed	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	DTNB	Homo sapiens (Human)	627
Q9UII6	DS13B_HUMAN	reviewed	Dual specificity protein phosphatase 13 isoform B (DUSP13B) (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity phosphatase SKRP4) (Testis- and skeletal-muscle-specific DSP)	DUSP13 DUSP13B TMDP	Homo sapiens (Human)	198
Q08E93	F27E3_HUMAN	reviewed	Protein FAM27E3	FAM27E3	Homo sapiens (Human)	113
Q9Y247	FA50B_HUMAN	reviewed	Protein FAM50B (Protein XAP-5-like)	FAM50B X5L	Homo sapiens (Human)	325
Q9P0W2	HM20B_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (SMARCE1-related protein) (BRCA2-associated factor 35) (HMG box-containing protein 20B) (HMG domain-containing protein 2) (HMG domain-containing protein HMGX2) (Sox-like transcriptional factor) (Structural DNA-binding protein BRAF35)	HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R	Homo sapiens (Human)	317
Q04695	K1C17_HUMAN	reviewed	Keratin, type I cytoskeletal 17 (39.1) (Cytokeratin-17) (CK-17) (Keratin-17) (K17)	KRT17	Homo sapiens (Human)	432
Q9HC98	NEK6_HUMAN	reviewed	Serine/threonine-protein kinase Nek6 (EC 2.7.11.1) (Never in mitosis A-related kinase 6) (NimA-related protein kinase 6) (Protein kinase SID6-1512)	NEK6	Homo sapiens (Human)	313
O75541	ZN821_HUMAN	reviewed	Zinc finger protein 821	ZNF821	Homo sapiens (Human)	412
O94868	FCSD2_HUMAN	reviewed	F-BAR and double SH3 domains protein 2 (Carom) (Protein nervous wreck 1) (NWK1) (SH3 multiple domains protein 3)	FCHSD2 KIAA0769 SH3MD3	Homo sapiens (Human)	740
